#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Protein product	Length	Protein name
Un	NW_013658760.1	201054	222195	-	106548007	LOC106548007	XP_013920782.1	121	PREDICTED: rho-related BTB domain-containing protein 2-like
Un	NW_013658760.1	297766	365544	-	106548005	PLEKHA2	XP_013920781.1	391	PREDICTED: pleckstrin homology domain-containing family A member 2
Un	NW_013658761.1	26157	61413	+	106548011	ATAD2B	XP_013920792.1	793	PREDICTED: ATPase family AAA domain-containing protein 2B isoform X1
Un	NW_013658761.1	26157	61413	+	106548011	ATAD2B	XP_013920793.1	788	PREDICTED: ATPase family AAA domain-containing protein 2B isoform X2
Un	NW_013658761.1	80651	147627	-	106548012	KLHL29	XP_013920794.1	580	PREDICTED: kelch-like protein 29
Un	NW_013658761.1	420279	425195	-	106548013	TRIB2	XP_013920796.1	344	PREDICTED: tribbles homolog 2
Un	NW_013658762.1	9454	21545	+	106548016	LOC106548016	XP_013920798.1	159	PREDICTED: tubulointerstitial nephritis antigen-like
Un	NW_013658762.1	167237	412159	-	106548014	LOC106548014	XP_013920797.1	915	PREDICTED: collagen alpha-1(XVI) chain-like
Un	NW_013658763.1	13706	31286	-	106548018	ASPN	XP_013920800.1	379	PREDICTED: asporin
Un	NW_013658763.1	40613	63017	-	106548019	ECM2	XP_013920801.1	729	PREDICTED: extracellular matrix protein 2
Un	NW_013658763.1	100209	130629	-	106548022	IPPK	XP_013920803.1	488	PREDICTED: inositol-pentakisphosphate 2-kinase
Un	NW_013658763.1	161623	162649	-	106548021	LOC106548021	XP_013920802.1	156	PREDICTED: protein BTG1-like
Un	NW_013658763.1	169735	188696	+	106548017	ATRIP	XP_013920799.1	694	PREDICTED: ATR-interacting protein
Un	NW_013658763.1	203025	237301	-	106548025	SHISA5	XP_013920806.1	231	PREDICTED: protein shisa-5
Un	NW_013658763.1	306394	307272	-	106548030	LRRC10B	XP_013920810.1	292	PREDICTED: leucine-rich repeat-containing protein 10B
Un	NW_013658763.1	314826	330829	-	106548024	PPP1R32	XP_013920805.1	425	PREDICTED: protein phosphatase 1 regulatory subunit 32
Un	NW_013658763.1	349406	363947	+	106548029	EEF2K	XP_013920809.1	421	PREDICTED: eukaryotic elongation factor 2 kinase
Un	NW_013658763.1	369597	378789	+	106548028	SCARB2	XP_013920808.1	453	PREDICTED: lysosome membrane protein 2
Un	NW_013658763.1	390238	416089	+	106548027	NUP54	XP_013920807.1	551	PREDICTED: nucleoporin p54
Un	NW_013658764.1	21816	21915	+	106548034	LOC106548034	XP_013920812.1	157	PREDICTED: nuclear factor 1 X-type-like
Un	NW_013658764.1	41713	42071	+	106548031	LOC106548031	XP_013920811.1	102	PREDICTED: homeobox protein Hox-B5-like
Un	NW_013658765.1	115029	140339	-	106548035	LOC106548035	XP_013920813.1	416	PREDICTED: protein eyes shut homolog
Un	NW_013658765.1	212092	220338	+	106548038	HDDC2	XP_013920818.1	191	PREDICTED: HD domain-containing protein 2
Un	NW_013658765.1	221897	255024	-	106548037	TPD52L1	XP_013920817.1	205	PREDICTED: tumor protein D53 isoform X2
Un	NW_013658765.1	221897	255024	-	106548037	TPD52L1	XP_013920816.1	206	PREDICTED: tumor protein D53 isoform X1
Un	NW_013658765.1	258628	263852	-	106548039	LOC106548039	XP_013920819.1	209	PREDICTED: uncharacterized protein LOC106548039
Un	NW_013658765.1	258628	263852	-	106548039	LOC106548039	XP_013920820.1	209	PREDICTED: uncharacterized protein LOC106548039
Un	NW_013658765.1	280311	335190	-	106548036	RNF217	XP_013920814.1	458	PREDICTED: probable E3 ubiquitin-protein ligase RNF217 isoform X1
Un	NW_013658765.1	280357	335190	-	106548036	RNF217	XP_013920815.1	447	PREDICTED: probable E3 ubiquitin-protein ligase RNF217 isoform X2
Un	NW_013658766.1	78623	82287	+	106548045	LOC106548045	XP_013920825.1	454	PREDICTED: glucocorticoid modulatory element-binding protein 2-like
Un	NW_013658766.1	84593	87706	+	106548048	LOC106548048	XP_013920827.1	250	PREDICTED: glucocorticoid modulatory element-binding protein 2-like
Un	NW_013658766.1	124896	158015	+	106548041	LOC106548041	XP_013920821.1	1203	PREDICTED: helicase with zinc finger domain 2-like
Un	NW_013658766.1	172848	173789	-	106548042	LOC106548042	XP_013920822.1	313	PREDICTED: uncharacterized protein C20orf195 homolog
Un	NW_013658766.1	190921	205085	-	106548049	TAZ	XP_013920828.1	262	PREDICTED: tafazzin
Un	NW_013658766.1	219812	226143	+	106548047	LOC106548047	XP_013920826.1	304	PREDICTED: serine/threonine-protein kinase ULK1-like
Un	NW_013658766.1	257012	259494	+	106548050	LOC106548050	XP_013920829.1	329	PREDICTED: tRNA pseudouridine synthase A, mitochondrial-like
Un	NW_013658766.1	270844	368482	+	106548043	EP400	XP_013920823.1	2887	PREDICTED: E1A-binding protein p400
Un	NW_013658766.1	380726	400708	+	106548051	NOC4L	XP_013920831.1	414	PREDICTED: nucleolar complex protein 4 homolog
Un	NW_013658767.1	22832	36258	-	106548052	LOC106548052	XP_013920832.1	305	PREDICTED: Y+L amino acid transporter 1-like, partial
Un	NW_013658767.1	52478	60123	-	106548057	LOC106548057	XP_013920837.1	120	PREDICTED: NEDD8-conjugating enzyme Ubc12-like
Un	NW_013658767.1	116147	137639	-	106548053	ZNF804B	XP_013920833.1	1292	PREDICTED: zinc finger protein 804B
Un	NW_013658767.1	207631	220802	+	106548054	LOC106548054	XP_013920834.1	468	PREDICTED: vomeronasal type-2 receptor 26-like
Un	NW_013658767.1	325411	338608	+	106548055	LOC106548055	XP_013920835.1	310	PREDICTED: sialic acid-binding Ig-like lectin 12
Un	NW_013658767.1	387638	387993	+	106548056	SRMS	XP_013920836.1	261	PREDICTED: tyrosine-protein kinase Srms, partial
Un	NW_013658768.1	857	38176	+	106548064	GEMIN5	XP_013920851.1	1499	PREDICTED: gem-associated protein 5, partial
Un	NW_013658768.1	40515	45296	-	106548063	CNOT8	XP_013920850.1	292	PREDICTED: CCR4-NOT transcription complex subunit 8
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920841.1	535	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X1
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920842.1	535	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X1
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920843.1	535	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X1
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920844.1	535	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X1
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920846.1	535	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X1
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920847.1	535	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X1
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920848.1	535	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X1
Un	NW_013658768.1	70054	108020	-	106548062	P4HA2	XP_013920849.1	533	PREDICTED: prolyl 4-hydroxylase subunit alpha-2 isoform X2
Un	NW_013658768.1	140056	178522	-	106548060	TBK1	XP_013920839.1	724	PREDICTED: serine/threonine-protein kinase TBK1
Un	NW_013658768.1	192487	214542	-	106548061	LOC106548061	XP_013920840.1	961	PREDICTED: exportin-T
Un	NW_013658768.1	339048	355079	-	106548059	LOC106548059	XP_013920838.1	216	PREDICTED: thyroid hormone receptor alpha-like
Un	NW_013658768.1	410244	421322	+	106548065	LOC106548065	XP_013920852.1	858	PREDICTED: elongation factor 2
Un	NW_013658769.1	12658	14805	-	106548069	ISLR2	XP_013920857.1	715	PREDICTED: immunoglobulin superfamily containing leucine-rich repeat protein 2
Un	NW_013658769.1	12658	14805	-	106548069	ISLR2	XP_013920858.1	715	PREDICTED: immunoglobulin superfamily containing leucine-rich repeat protein 2
Un	NW_013658769.1	94504	97242	+	106548075	GADD45GIP1	XP_013920866.1	218	PREDICTED: growth arrest and DNA damage-inducible proteins-interacting protein 1
Un	NW_013658769.1	121504	128857	-	106548071	LOC106548071	XP_013920860.1	132	PREDICTED: regulator of telomere elongation helicase 1-like
Un	NW_013658769.1	284072	285342	+	106548076	PRR7	XP_013920867.1	240	PREDICTED: proline-rich protein 7
Un	NW_013658769.1	299634	304940	-	106548066	LOC106548066	XP_013920853.1	406	PREDICTED: tigger transposable element-derived protein 1-like
Un	NW_013658769.1	325991	339705	-	106548077	LOC106548077	XP_013920868.1	365	PREDICTED: RNA-binding protein 25-like
Un	NW_013658769.1	349508	358080	-	106548070	LOC106548070	XP_013920859.1	230	PREDICTED: uncharacterized protein LOC106548070
Un	NW_013658769.1	370468	376504	-	106548074	LOC106548074	XP_013920865.1	837	PREDICTED: tigger transposable element-derived protein 1-like
Un	NW_013658769.1	378790	412417	-	106548067	LOC106548067	XP_013920855.1	1183	PREDICTED: zinc finger protein with KRAB and SCAN domains 7-like
Un	NW_013658769.1	392708	394138	+	106548072	LOC106548072	XP_013920863.1	476	PREDICTED: zinc finger protein OZF-like
Un	NW_013658769.1	397687	398403	-	106548073	LOC106548073	XP_013920864.1	289	PREDICTED: zinc finger and SCAN domain-containing protein 32-like
Un	NW_013658769.1	419036	420446	-	106548068	LOC106548068	XP_013920856.1	278	PREDICTED: zinc finger and SCAN domain-containing protein 21-like
Un	NW_013658770.1	40124	49245	-	106548081	IQCB1	XP_013920871.1	602	PREDICTED: IQ calmodulin-binding motif-containing protein 1
Un	NW_013658770.1	54051	68948	+	106548082	EAF2	XP_013920872.1	264	PREDICTED: ELL-associated factor 2
Un	NW_013658770.1	201945	226477	-	106548078	LOC106548078	XP_013920869.1	255	PREDICTED: netrin receptor UNC5D-like
Un	NW_013658770.1	399755	413200	-	106548080	ADAMTS15	XP_013920870.1	643	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 15
Un	NW_013658771.1	57328	67471	+	106548085	LOC106548085	XP_013920877.1	303	PREDICTED: osteopontin-like
Un	NW_013658771.1	77299	81613	+	106548083	LOC106548083	XP_013920874.1	218	PREDICTED: uncharacterized protein KIAA0754-like
Un	NW_013658771.1	357263	398138	-	106548084	LOC106548084	XP_013920876.1	560	PREDICTED: calpain-8-like isoform X2
Un	NW_013658771.1	357263	398138	-	106548084	LOC106548084	XP_013920875.1	564	PREDICTED: calpain-8-like isoform X1
Un	NW_013658772.1	16453	18592	-	106548095	UBIAD1	XP_013920890.1	328	PREDICTED: ubiA prenyltransferase domain-containing protein 1
Un	NW_013658772.1	16453	18592	-	106548095	UBIAD1	XP_013920891.1	328	PREDICTED: ubiA prenyltransferase domain-containing protein 1
Un	NW_013658772.1	29700	41068	+	106548087	LOC106548087	XP_013920879.1	163	PREDICTED: F-box only protein 6-like
Un	NW_013658772.1	46187	130796	-	106548093	MTOR	XP_013920887.1	2554	PREDICTED: serine/threonine-protein kinase mTOR isoform X1
Un	NW_013658772.1	46187	130796	-	106548093	MTOR	XP_013920888.1	2550	PREDICTED: serine/threonine-protein kinase mTOR isoform X2
Un	NW_013658772.1	46187	130697	-	106548093	MTOR	XP_013920889.1	2535	PREDICTED: serine/threonine-protein kinase mTOR isoform X3
Un	NW_013658772.1	89724	98630	+	106548086	ANGPTL7	XP_013920878.1	345	PREDICTED: angiopoietin-related protein 7
Un	NW_013658772.1	138456	141974	+	106548088	EXOSC10	XP_013920880.1	124	PREDICTED: exosome component 10
Un	NW_013658772.1	144679	154019	+	106548090	SRM	XP_013920882.1	196	PREDICTED: spermidine synthase, partial
Un	NW_013658772.1	205309	224468	+	106548091	MASP2	XP_013920883.1	689	PREDICTED: mannan-binding lectin serine protease 2
Un	NW_013658772.1	227684	231791	-	106548092	TARDBP	XP_013920886.1	283	PREDICTED: TAR DNA-binding protein 43 isoform X3
Un	NW_013658772.1	227684	231791	-	106548092	TARDBP	XP_013920885.1	288	PREDICTED: TAR DNA-binding protein 43 isoform X2
Un	NW_013658772.1	228216	231791	-	106548092	TARDBP	XP_013920884.1	416	PREDICTED: TAR DNA-binding protein 43 isoform X1
Un	NW_013658773.1	7418	12586	-	106548097	LOC106548097	XP_013920894.1	268	PREDICTED: translational activator GCN1-like
Un	NW_013658773.1	104419	115535	-	106548099	PCDH7	XP_013920895.1	1148	PREDICTED: protocadherin-7
Un	NW_013658773.1	390316	399021	-	106548096	PALM2	XP_013920892.1	284	PREDICTED: paralemmin-2
Un	NW_013658774.1	2873	5718	+	106548100	SLC46A1	XP_013920896.1	365	PREDICTED: proton-coupled folate transporter, partial
Un	NW_013658774.1	8006	18515	-	106548101	SARM1	XP_013920897.1	552	PREDICTED: sterile alpha and TIR motif-containing protein 1
Un	NW_013658774.1	141949	142410	-	106548102	LOC106548102	XP_013920898.1	153	PREDICTED: uncharacterized protein C11orf87 homolog
Un	NW_013658774.1	303850	311832	-	106548107	LOC106548107	XP_013920904.1	284	PREDICTED: phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like
Un	NW_013658774.1	321494	322804	-	106548106	PINLYP	XP_013920903.1	169	PREDICTED: phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein
Un	NW_013658774.1	340236	340936	-	106548104	ZNF575	XP_013920901.1	294	PREDICTED: zinc finger protein 575
Un	NW_013658774.1	352803	364315	+	106548103	ETHE1	XP_013920899.1	272	PREDICTED: persulfide dioxygenase ETHE1, mitochondrial
Un	NW_013658774.1	407471	416164	+	106548105	PHLDB3	XP_013920902.1	261	PREDICTED: pleckstrin homology-like domain family B member 3, partial
Un	NW_013658775.1	5820	31326	-	106548110	GFPT2	XP_013920907.1	682	PREDICTED: glutamine--fructose-6-phosphate aminotransferase
Un	NW_013658775.1	95829	101440	+	106548109	CNOT6	XP_013920906.1	382	PREDICTED: CCR4-NOT transcription complex subunit 6
Un	NW_013658775.1	168226	238632	-	106548108	ADAMTS2	XP_013920905.1	807	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 2
Un	NW_013658777.1	25821	44579	+	106548111	LOC106548111	XP_013920909.1	645	PREDICTED: tonsoku-like protein
Un	NW_013658777.1	47495	88168	-	106548112	TLK2	XP_013920910.1	636	PREDICTED: serine/threonine-protein kinase tousled-like 2
Un	NW_013658777.1	95469	102916	-	106548114	LOC106548114	XP_013920912.1	400	PREDICTED: methyltransferase-like protein 2
Un	NW_013658777.1	298924	375615	-	106548113	ITGB3	XP_013920911.1	788	PREDICTED: integrin beta-3
Un	NW_013658778.1	17959	40410	-	106548124	FAF2	XP_013920925.1	445	PREDICTED: FAS-associated factor 2
Un	NW_013658778.1	46807	56293	+	106548120	CLTB	XP_013920920.1	230	PREDICTED: clathrin light chain B
Un	NW_013658778.1	67826	69074	-	106548122	HIGD2A	XP_013920922.1	102	PREDICTED: HIG1 domain family member 2A, mitochondrial
Un	NW_013658778.1	69410	74219	+	106548121	NOP16	XP_013920921.1	175	PREDICTED: nucleolar protein 16
Un	NW_013658778.1	82070	87155	-	106548119	ARL10	XP_013920919.1	245	PREDICTED: ADP-ribosylation factor-like protein 10 isoform X2
Un	NW_013658778.1	82070	87155	-	106548119	ARL10	XP_013920918.1	246	PREDICTED: ADP-ribosylation factor-like protein 10 isoform X1
Un	NW_013658778.1	96421	110819	+	106548118	KIAA1191	XP_013920917.1	310	PREDICTED: putative monooxygenase p33MONOX
Un	NW_013658778.1	113236	137322	-	106548116	SIMC1	XP_013920915.1	539	PREDICTED: SUMO-interacting motif-containing protein 1 isoform X2
Un	NW_013658778.1	113236	130373	-	106548116	SIMC1	XP_013920914.1	590	PREDICTED: SUMO-interacting motif-containing protein 1 isoform X1
Un	NW_013658778.1	113236	130154	-	106548116	SIMC1	XP_013920916.1	517	PREDICTED: SUMO-interacting motif-containing protein 1 isoform X3
Un	NW_013658778.1	156028	162537	+	106548123	THOC3	XP_013920924.1	323	PREDICTED: THO complex subunit 3
Un	NW_013658778.1	382164	386169	+	106548115	LOC106548115	XP_013920913.1	917	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC106548115
Un	NW_013658779.1	58297	225926	+	106548125	PALLD	XP_013920926.1	803	PREDICTED: palladin
Un	NW_013658779.1	305583	314526	+	106548127	HYI	XP_013920929.1	272	PREDICTED: putative hydroxypyruvate isomerase
Un	NW_013658779.1	315747	388547	-	106548126	SZT2	XP_013920928.1	2659	PREDICTED: protein SZT2 isoform X2
Un	NW_013658779.1	315747	388547	-	106548126	SZT2	XP_013920927.1	2702	PREDICTED: protein SZT2 isoform X1
Un	NW_013658780.1	29085	47211	+	106548132	LOC106548132	XP_013920933.1	1039	PREDICTED: LOW QUALITY PROTEIN: zinc finger protein Xfin-like
Un	NW_013658780.1	103204	119862	+	106548129	LOC106548129	XP_013920931.1	1116	PREDICTED: zinc finger protein 271-like
Un	NW_013658780.1	120392	153330	+	106548131	LOC106548131	XP_013920932.1	1997	PREDICTED: zinc finger protein 208-like
Un	NW_013658782.1	3562	7006	-	106548142	LOC106548142	XP_013920939.1	254	PREDICTED: pre-mRNA 3\'-end-processing factor FIP1-like
Un	NW_013658782.1	24042	53763	-	106548138	DOT1L	XP_013920935.1	1197	PREDICTED: histone-lysine N-methyltransferase, H3 lysine-79 specific, partial
Un	NW_013658782.1	73878	82682	+	106548140	LOC106548140	XP_013920937.1	274	PREDICTED: AP-3 complex subunit delta-1-like
Un	NW_013658782.1	327063	332912	+	106548139	LOC106548139	XP_013920936.1	315	PREDICTED: lipoma-preferred partner homolog
Un	NW_013658782.1	346843	372389	+	106548141	LOC106548141	XP_013920938.1	692	PREDICTED: ATP-binding cassette sub-family A member 5-like
Un	NW_013658783.1	14823	48602	-	106548146	LOC106548146	XP_013920940.1	624	PREDICTED: receptor-type tyrosine-protein phosphatase C-like
Un	NW_013658783.1	52721	69865	-	106548147	LOC106548147	XP_013920941.1	341	PREDICTED: receptor-type tyrosine-protein phosphatase C-like, partial
Un	NW_013658784.1	232231	293400	-	106548155	SLC9A8	XP_013920951.1	576	PREDICTED: sodium/hydrogen exchanger 8
Un	NW_013658784.1	349538	353011	-	106548148	LOC106548148	XP_013920943.1	99	PREDICTED: zinc finger protein 185-like
Un	NW_013658784.1	359085	360356	-	106548149	LOC106548149	XP_013920944.1	423	PREDICTED: G protein-activated inward rectifier potassium channel 4-like
Un	NW_013658784.1	375183	375851	+	106548150	LOC106548150	XP_013920945.1	222	PREDICTED: claudin-22-like
Un	NW_013658784.1	386328	387298	-	106548153	LOC106548153	XP_013920948.1	103	PREDICTED: ubiquitin carboxyl-terminal hydrolase 28-like
Un	NW_013658784.1	389777	391207	-	106548151	LOC106548151	XP_013920946.1	144	PREDICTED: ubiquitin carboxyl-terminal hydrolase 28-like
Un	NW_013658784.1	398441	399842	-	106548154	LOC106548154	XP_013920949.1	230	PREDICTED: ubiquitin carboxyl-terminal hydrolase 28-like, partial
Un	NW_013658784.1	404396	416900	+	106548152	LOC106548152	XP_013920947.1	375	PREDICTED: HHIP-like protein 1, partial
Un	NW_013658785.1	4679	11750	-	106548156	TMEM107	XP_013920952.1	119	PREDICTED: transmembrane protein 107
Un	NW_013658785.1	59021	97351	+	106548164	SYT12	XP_013920967.1	420	PREDICTED: synaptotagmin-12
Un	NW_013658785.1	59021	97351	+	106548164	SYT12	XP_013920968.1	420	PREDICTED: synaptotagmin-12
Un	NW_013658785.1	119615	185695	-	106548160	IGHMBP2	XP_013920956.1	985	PREDICTED: DNA-binding protein SMUBP-2
Un	NW_013658785.1	185904	206702	+	106548163	MRPL21	XP_013920963.1	194	PREDICTED: 39S ribosomal protein L21, mitochondrial isoform X2
Un	NW_013658785.1	185904	206702	+	106548163	MRPL21	XP_013920964.1	194	PREDICTED: 39S ribosomal protein L21, mitochondrial isoform X2
Un	NW_013658785.1	185904	206702	+	106548163	MRPL21	XP_013920965.1	194	PREDICTED: 39S ribosomal protein L21, mitochondrial isoform X2
Un	NW_013658785.1	185904	206702	+	106548163	MRPL21	XP_013920966.1	194	PREDICTED: 39S ribosomal protein L21, mitochondrial isoform X2
Un	NW_013658785.1	190543	191355	+	106548163	MRPL21	XP_013920960.1	270	PREDICTED: 39S ribosomal protein L21, mitochondrial isoform X1
Un	NW_013658785.1	190543	191355	+	106548163	MRPL21	XP_013920961.1	270	PREDICTED: 39S ribosomal protein L21, mitochondrial isoform X1
Un	NW_013658785.1	220543	254140	+	106548159	LOC106548159	XP_013920955.1	237	PREDICTED: ras-related and estrogen-regulated growth inhibitor-like
Un	NW_013658785.1	292983	325922	+	106548157	LOC106548157	XP_013920953.1	605	PREDICTED: LOW QUALITY PROTEIN: SITS-binding protein-like
Un	NW_013658785.1	377512	398589	+	106548161	CPT1A	XP_013920957.1	395	PREDICTED: carnitine O-palmitoyltransferase 1, liver isoform isoform X1
Un	NW_013658785.1	377512	398589	+	106548161	CPT1A	XP_013920958.1	395	PREDICTED: carnitine O-palmitoyltransferase 1, liver isoform isoform X1
Un	NW_013658785.1	377512	398589	+	106548161	CPT1A	XP_013920959.1	394	PREDICTED: carnitine O-palmitoyltransferase 1, liver isoform isoform X2
Un	NW_013658785.1	400481	406226	+	106548158	LOC106548158	XP_013920954.1	158	PREDICTED: ubiquitin carboxyl-terminal hydrolase 34-like
Un	NW_013658786.1	16316	17704	+	106548166	LOC106548166	XP_013920971.1	462	PREDICTED: FH2 domain-containing protein 1-like
Un	NW_013658786.1	85338	129734	+	106548170	LRRC7	XP_013920976.1	1121	PREDICTED: leucine-rich repeat-containing protein 7
Un	NW_013658786.1	137717	155464	-	106548171	LRRC40	XP_013920978.1	613	PREDICTED: leucine-rich repeat-containing protein 40
Un	NW_013658786.1	159246	177777	+	106548168	SRSF11	XP_013920974.1	456	PREDICTED: serine/arginine-rich splicing factor 11 isoform X1
Un	NW_013658786.1	159246	177777	+	106548168	SRSF11	XP_013920975.1	455	PREDICTED: serine/arginine-rich splicing factor 11 isoform X2
Un	NW_013658786.1	186792	211985	-	106548172	ANKRD13C	XP_013920979.1	519	PREDICTED: ankyrin repeat domain-containing protein 13C
Un	NW_013658786.1	212549	215079	+	106548167	LOC106548167	XP_013920972.1	200	PREDICTED: uncharacterized protein LOC106548167 isoform X1
Un	NW_013658786.1	212549	215079	+	106548167	LOC106548167	XP_013920973.1	199	PREDICTED: uncharacterized protein LOC106548167 isoform X2
Un	NW_013658786.1	215120	216775	+	106548165	LOC106548165	XP_013920969.1	551	PREDICTED: uncharacterized protein KIAA1586-like
Un	NW_013658786.1	223078	253916	+	106548173	CTH	XP_013920980.1	405	PREDICTED: cystathionine gamma-lyase
Un	NW_013658787.1	1685	33032	-	106548182	CPNE9	XP_013920989.1	546	PREDICTED: copine-9
Un	NW_013658787.1	52498	74990	-	106548174	LOC106548174	XP_013920981.1	1066	PREDICTED: basement membrane-specific heparan sulfate proteoglycan core protein-like
Un	NW_013658787.1	77031	99322	-	106548175	LOC106548175	XP_013920982.1	118	PREDICTED: catenin alpha-2-like
Un	NW_013658787.1	143858	160425	-	106548176	LOC106548176	XP_013920983.1	300	PREDICTED: epidermal growth factor-like protein 6, partial
Un	NW_013658787.1	163234	169586	-	106548181	LOC106548181	XP_013920987.1	386	PREDICTED: mitogen-activated protein kinase kinase kinase 15-like
Un	NW_013658787.1	180474	218694	+	106548177	HPSE2	XP_013920984.1	394	PREDICTED: inactive heparanase-2
Un	NW_013658787.1	369173	381415	+	106548179	LOC106548179	XP_013920985.1	448	PREDICTED: WD repeat-containing protein 90-like
Un	NW_013658787.1	421039	448252	-	106548180	LOC106548180	XP_013920986.1	275	PREDICTED: follistatin-related protein 5-like, partial
Un	NW_013658788.1	256167	271829	+	106548184	SLC35B3	XP_013920991.1	369	PREDICTED: adenosine 3\'-phospho 5\'-phosphosulfate transporter 2
Un	NW_013658788.1	335335	359563	+	106548183	LOC106548183	XP_013920990.1	213	PREDICTED: myosin light polypeptide 6-like
Un	NW_013658789.1	310930	312198	-	106548186	ADRA2A	XP_013920993.1	422	PREDICTED: alpha-2A adrenergic receptor
Un	NW_013658789.1	358958	378613	-	106548185	SHOC2	XP_013920992.1	582	PREDICTED: leucine-rich repeat protein SHOC-2
Un	NW_013658790.1	368995	371727	-	106548187	LOC106548187	XP_013920995.1	113	PREDICTED: mucin-2-like, partial
Un	NW_013658791.1	2013	4411	+	106548194	LOC106548194	XP_013921003.1	152	PREDICTED: CDK5 and ABL1 enzyme substrate 1
Un	NW_013658791.1	15415	54894	-	106548193	TMEM241	XP_013921001.1	296	PREDICTED: transmembrane protein 241 isoform X1
Un	NW_013658791.1	19388	54894	-	106548193	TMEM241	XP_013921002.1	238	PREDICTED: transmembrane protein 241 isoform X2
Un	NW_013658791.1	57689	71115	+	106548197	RIOK3	XP_013921006.1	523	PREDICTED: serine/threonine-protein kinase RIO3 isoform X1
Un	NW_013658791.1	57689	71115	+	106548197	RIOK3	XP_013921007.1	519	PREDICTED: serine/threonine-protein kinase RIO3 isoform X2
Un	NW_013658791.1	75605	97405	+	106548191	LOC106548191	XP_013920999.1	660	PREDICTED: uncharacterized protein C18orf8 homolog isoform X1
Un	NW_013658791.1	75605	97405	+	106548191	LOC106548191	XP_013921000.1	642	PREDICTED: uncharacterized protein C18orf8 homolog isoform X2
Un	NW_013658791.1	96043	130759	-	106548190	NPC1	XP_013920998.1	1282	PREDICTED: Niemann-Pick C1 protein isoform X2
Un	NW_013658791.1	97947	130759	-	106548190	NPC1	XP_013920997.1	1291	PREDICTED: Niemann-Pick C1 protein isoform X1
Un	NW_013658791.1	148347	292851	-	106548195	FAF1	XP_013921005.1	646	PREDICTED: FAS-associated factor 1
Un	NW_013658791.1	322624	397574	+	106548189	LOC106548189	XP_013920996.1	717	PREDICTED: TRAF2 and NCK-interacting protein kinase-like, partial
Un	NW_013658792.1	60238	63304	-	106548202	LOC106548202	XP_013921012.1	79	PREDICTED: erlin-2-like
Un	NW_013658792.1	60238	63304	-	106548202	LOC106548202	XP_013921013.1	79	PREDICTED: erlin-2-like
Un	NW_013658792.1	60238	63304	-	106548202	LOC106548202	XP_013921014.1	79	PREDICTED: erlin-2-like
Un	NW_013658792.1	105913	108426	-	106548198	ZNF703	XP_013921008.1	584	PREDICTED: zinc finger protein 703
Un	NW_013658792.1	321392	350582	-	106548200	LOC106548200	XP_013921009.1	242	PREDICTED: protein-glutamine gamma-glutamyltransferase K-like
Un	NW_013658792.1	357618	392402	+	106548201	LOC106548201	XP_013921010.1	448	PREDICTED: inositol-trisphosphate 3-kinase A-like
Un	NW_013658792.1	401098	410048	-	106548203	LTK	XP_013921015.1	785	PREDICTED: leukocyte tyrosine kinase receptor
Un	NW_013658793.1	315342	328468	+	106548205	NASP	XP_013921016.1	698	PREDICTED: nuclear autoantigenic sperm protein
Un	NW_013658794.1	1883	2818	+	106548207	LOC106548207	XP_013921018.1	311	PREDICTED: heparan sulfate glucosamine 3-O-sulfotransferase 1-like
Un	NW_013658794.1	5455	22059	-	106548210	LOC106548210	XP_013921022.1	169	PREDICTED: histone H2A.V
Un	NW_013658794.1	60741	61805	-	106548212	PURB	XP_013921024.1	354	PREDICTED: transcriptional activator protein Pur-beta
Un	NW_013658794.1	99366	104595	+	106548209	LOC106548209	XP_013921021.1	134	PREDICTED: voltage-dependent calcium channel subunit alpha-2/delta-1-like
Un	NW_013658794.1	184258	184900	-	106548208	COL22A1	XP_013921020.1	595	PREDICTED: collagen alpha-1(XXII) chain
Un	NW_013658794.1	225802	282347	+	106548213	LOC106548213	XP_013921025.1	536	PREDICTED: aminopeptidase O
Un	NW_013658794.1	307783	383027	-	106548206	LOC106548206	XP_013921017.1	521	PREDICTED: WD repeat-containing protein on Y chromosome-like
